neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,type,rating,bedroom,bed,bath
Vesterbro-Kongens Enghave,55.6651068,12.5561689,Private room,600,2,25,0,Condo in Copenhagen · ★,4.76,1.0,1.0,
Nrrebro,55.7020671,12.5496617,Entire home/apt,1000,3,6,13,Rental unit in Copenhagen · ★,5.0,2.0,2.0,1.0
Frederiksberg,55.6725731,12.4979341,Entire home/apt,1020,2,0,1,Rental unit in Frederiksberg · ★New ·,,3.0,3.0,1.0
Nrrebro,55.68639,12.55411,Entire home/apt,1329,2,4,0,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Frederiksberg,55.67491952531034,12.53640789954768,Entire home/apt,1257,4,3,1,Rental unit in Frederiksberg · ★,5.0,1.0,1.0,1.0
Indre By,55.67913,12.57263,Entire home/apt,4863,1,1,0,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Amager st,55.66435449999999,12.6037575,Entire home/apt,929,3,9,1,Rental unit in Copenhagen · ★,5.0,2.0,2.0,1.0
Amager Vest,55.6217607,12.570439,Entire home/apt,957,1,10,0,Home in Copenhagen · ★,5.0,2.0,2.0,5.0
Brnshj-Husum,55.70327438523262,12.49192949384451,Entire home/apt,1380,5,2,0,Home in Copenhagen ·,,3.0,3.0,2.0
sterbro,55.69993013505292,12.578831889708743,Entire home/apt,1941,5,0,58,Rental unit in Copenhagen ·,,3.0,3.0,1.0
Nrrebro,55.7010448,12.543773,Entire home/apt,880,1,9,3,Rental unit in Copenhagen · ★,4.78,1.0,1.0,1.0
Frederiksberg,55.68743242218966,12.52885177731514,Entire home/apt,1143,5,0,5,Rental unit in Frederiksberg · ★New ·,,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.6652868,12.5513127,Entire home/apt,800,3,5,4,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66497381275564,12.536282502114773,Entire home/apt,2000,1,0,22,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.66678,12.54885,Entire home/apt,1100,2,3,143,Rental unit in Copenhagen · ★,4.67,3.0,3.0,1.0
Nrrebro,55.6968660638108,12.54454087301638,Entire home/apt,750,10,0,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
sterbro,55.6967515,12.5800677,Entire home/apt,2263,1,16,330,Rental unit in Copenhagen · ★,4.81,1.0,1.0,2.0
Nrrebro,55.69525,12.54586,Entire home/apt,580,2,5,3,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Nrrebro,55.69018,12.56335,Entire home/apt,1800,3,7,10,Rental unit in Copenhagen · ★,5.0,2.0,2.0,1.0
Amager Vest,55.63583,12.5782,Entire home/apt,3300,1,1,158,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Indre By,55.68157859999999,12.5725839,Entire home/apt,1857,2,7,258,Rental unit in Copenhagen · ★,4.57,2.0,2.0,5.0
Vesterbro-Kongens Enghave,55.65903018612886,12.561644138623036,Entire home/apt,800,2,1,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
sterbro,55.707342972294384,12.58286524232788,Entire home/apt,811,1,1,138,Condo in Copenhagen ·,,2.0,2.0,1.0
Indre By,55.6868633,12.5904862,Entire home/apt,2000,5,1,15,Rental unit in Copenhagen ·,,3.0,3.0,1.0
Indre By,55.67645,12.59864,Entire home/apt,1200,2,2,94,Rental unit in Copenhagen · Studio ·,,,1.0,1.0
Frederiksberg,55.688365,12.5282388,Entire home/apt,650,4,0,0,Condo in Frederiksberg ·,,1.0,1.0,1.0
Nrrebro,55.69894,12.53712,Entire home/apt,1300,3,2,0,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Indre By,55.68169818376551,12.580466866493223,Entire home/apt,2200,1,1,298,Rental unit in Copenhagen · ★New ·,,2.0,2.0,1.0
Frederiksberg,55.68949,12.53273,Entire home/apt,950,2,0,20,Rental unit in Frederiksberg ·,,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.6692902,12.5353372,Entire home/apt,1057,4,3,4,Rental unit in Frederiksberg · ★,5.0,1.0,1.0,1.0
sterbro,55.71018,12.58025,Entire home/apt,851,2,6,4,Rental unit in Copenhagen · ★,4.67,1.0,1.0,1.0
Amager Vest,55.665566,12.598167,Entire home/apt,700,6,0,31,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Frederiksberg,55.68675466350562,12.53107324445617,Entire home/apt,900,3,5,46,Condo in Frederiksberg · ★,5.0,1.0,1.0,1.0
Amager Vest,55.64627,12.59242,Entire home/apt,974,14,0,208,Home in Copenhagen ·,,3.0,3.0,2.0
Vesterbro-Kongens Enghave,55.66934,12.53856,Entire home/apt,1495,5,1,216,Home in Copenhagen ·,,2.0,2.0,1.0
Bispebjerg,55.69866158143706,12.53360500412172,Entire home/apt,890,5,1,319,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Indre By,55.680010728310094,12.591770938623052,Entire home/apt,1150,2,8,90,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Indre By,55.678332638315,12.573603764176369,Entire home/apt,3000,3,13,124,Rental unit in Copenhagen · ★,5.0,2.0,2.0,1.0
Amager st,55.657146118931806,12.62931726872921,Entire home/apt,2100,2,3,274,Home in Copenhagen · ★,5.0,4.0,4.0,2.0
Amager Vest,55.6343,12.57815,Private room,1600,1,0,74,Rental unit in Copenhagen ·,,1.0,1.0,
Frederiksberg,55.6816,12.54793,Entire home/apt,1000,1,5,179,Rental unit in Frederiksberg · ★,5.0,1.0,1.0,1.0
Indre By,55.68954,12.57351,Entire home/apt,2749,3,3,301,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.64795453568777,12.551629515331191,Entire home/apt,800,1,1,0,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.66901,12.55865,Entire home/apt,750,13,2,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.6683,12.55304,Entire home/apt,1380,6,0,0,Condo in Copenhagen ·,,2.0,2.0,1.0
Nrrebro,55.69659,12.55185,Private room,351,3,1,0,Rental unit in Copenhagen ·,,1.0,1.0,
Amager st,55.66100125012291,12.623459994792938,Entire home/apt,594,3,1,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Indre By,55.68265,12.61492,Private room,323,1,3,0,Rental unit in Copenhagen · ★,4.67,1.0,1.0,
Indre By,55.6861147,12.5898161,Entire home/apt,900,3,1,7,Rental unit in Copenhagen ·,,1.0,1.0,1.0
sterbro,55.69753,12.58454,Private room,400,2,3,0,Rental unit in Copenhagen · ★,5.0,1.0,1.0,
Nrrebro,55.699698,12.5524393,Entire home/apt,800,1,5,0,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Nrrebro,55.69035496589247,12.54270438104868,Entire home/apt,1000,6,3,74,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Amager Vest,55.663637972671246,12.582610616411529,Private room,729,2,10,7,Rental unit in Copenhagen S · ★,5.0,1.0,1.0,
Valby,55.6589898,12.5237316,Entire home/apt,800,2,6,0,Rental unit in Copenhagen · ★,4.83,1.0,1.0,1.0
Amager st,55.64439,12.61757,Entire home/apt,750,2,7,9,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Nrrebro,55.70091,12.55209,Entire home/apt,725,1,3,1,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Nrrebro,55.68939,12.55689,Entire home/apt,1393,1,14,79,Rental unit in Copenhagen · ★,4.93,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66383,12.55293,Entire home/apt,800,3,3,0,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Frederiksberg,55.68443,12.53628,Entire home/apt,600,1,3,0,Rental unit in Frederiksberg · ★,5.0,1.0,1.0,1.0
sterbro,55.71043,12.56107,Entire home/apt,640,2,4,113,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Nrrebro,55.70301,12.55395,Entire home/apt,726,2,1,2,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Frederiksberg,55.6853,12.53164,Entire home/apt,1228,3,0,0,Condo in Frederiksberg ·,,1.0,1.0,1.0
Amager st,55.6566901,12.6349469,Entire home/apt,850,4,0,0,Guest suite in Copenhagen ·,,2.0,2.0,1.0
Amager Vest,55.65653,12.60541,Entire home/apt,864,3,1,0,Condo in Copenhagen ·,1.5,1.0,1.0,5.0
Indre By,55.68789,12.56505,Entire home/apt,1314,3,3,54,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66674,12.55457,Entire home/apt,950,2,1,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Indre By,55.671908946581375,12.59075106784034,Entire home/apt,1100,5,2,58,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66421,12.53485,Entire home/apt,1180,2,4,182,Rental unit in Copenhagen · ★,5.0,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.66929,12.5547,Entire home/apt,650,1,0,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66939,12.55643,Entire home/apt,759,2,22,43,Rental unit in Copenhagen · ★,4.77,1.0,1.0,1.0
Nrrebro,55.70523,12.54799,Entire home/apt,400,4,3,61,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66695665911973,12.546637170016766,Entire home/apt,842,3,0,318,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.6586662,12.5434217,Entire home/apt,564,2,23,107,Rental unit in Copenhagen · ★,4.96,1.0,1.0,1.0
sterbro,55.69857,12.58222,Private room,280,1,2,0,Rental unit in Copenhagen ·,,1.0,1.0,
Nrrebro,55.687087006963566,12.55504507133045,Entire home/apt,3568,1,82,355,Rental unit in Copenhagen · ★,4.88,2.0,2.0,1.0
Indre By,55.6838328,12.5657135,Entire home/apt,960,2,1,0,Rental unit in Copenhagen ·,,1.0,1.0,
Vesterbro-Kongens Enghave,55.66774941482775,12.548832893371582,Entire home/apt,1011,2,0,339,Rental unit in Copenhagen · ★New ·,,1.0,1.0,1.0
sterbro,55.7070804,12.5853193,Entire home/apt,1250,1,5,141,Rental unit in Copenhagen · ★,4.6,1.0,1.0,1.0
Indre By,55.67788411344298,12.56248991904909,Private room,450,20,0,16,Rental unit in Copenhagen ·,,1.0,1.0,
Nrrebro,55.70299988558805,12.551113966971428,Entire home/apt,1000,1,0,15,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Indre By,55.69808,12.59273,Entire home/apt,1000,3,6,1,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Indre By,55.67534470354574,12.57102259778262,Entire home/apt,1800,2,2,0,Condo in Copenhagen ·,,1.0,1.0,1.0
Bispebjerg,55.70763539264505,12.529985434918212,Entire home/apt,681,3,6,317,Rental unit in Copenhagen · ★,4.83,1.0,1.0,1.0
Bispebjerg,55.70473593041616,12.52733873148381,Entire home/apt,600,4,12,0,Rental unit in Copenhagen · ★,4.92,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.65013,12.55495,Private room,630,1,17,0,Rental unit in Copenhagen · ★,4.88,1.0,1.0,
Vesterbro-Kongens Enghave,55.6700976,12.5469983,Entire home/apt,850,1,16,1,Rental unit in Copenhagen · ★,4.56,1.0,1.0,1.0
Amager Vest,55.66676409999999,12.5822518,Entire home/apt,1300,2,4,25,Rental unit in Copenhagen · ★,5.0,3.0,3.0,2.0
Nrrebro,55.68895964582727,12.553701589636114,Private room,1429,3,7,29,Rental unit in Copenhagen · ★,5.0,2.0,2.0,
Nrrebro,55.7009584,12.5498612,Entire home/apt,836,1,10,180,Rental unit in Copenhagen · ★,4.9,1.0,1.0,1.0
Amager st,55.66431,12.60848,Entire home/apt,929,3,6,318,Rental unit in Copenhagen · ★,3.67,2.0,2.0,1.0
Bispebjerg,55.70894269999999,12.5226987,Entire home/apt,900,3,0,63,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Frederiksberg,55.68423348770411,12.538753838465803,Entire home/apt,800,7,7,215,Rental unit in Frederiksberg · ★,4.29,3.0,3.0,1.0
Amager st,55.65291,12.6196,Entire home/apt,1300,2,4,165,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66353694698715,12.560750618577003,Entire home/apt,1650,2,6,0,Rental unit in Copenhagen · ★,4.83,1.0,1.0,1.0
Vanlse,55.69991994638484,12.52095367759466,Entire home/apt,800,1,0,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Nrrebro,55.694132,12.5444541,Entire home/apt,802,7,1,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Indre By,55.68882,12.58841,Entire home/apt,2500,1,0,364,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.6669765,12.5394927,Entire home/apt,1300,3,1,14,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Amager st,55.66388158839101,12.606200453143568,Entire home/apt,769,3,5,23,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Amager Vest,55.63922908812084,12.58971390748246,Entire home/apt,800,4,0,192,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Valby,55.67746,12.48744,Entire home/apt,656,2,2,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Nrrebro,55.68826,12.55468,Entire home/apt,1000,2,2,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Bispebjerg,55.7018652,12.5299171,Entire home/apt,935,2,3,130,Rental unit in Copenhagen · ★,4.67,1.0,1.0,1.0
Bispebjerg,55.7057579,12.5272939,Entire home/apt,800,7,1,0,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.66370129513197,12.5358147919178,Entire home/apt,3086,3,22,200,Condo in Copenhagen · ★,5.0,2.0,2.0,1.0
Frederiksberg,55.68459566629758,12.548854426983636,Entire home/apt,838,2,2,0,Condo in Frederiksberg ·,,1.0,1.0,1.0
Amager Vest,55.66578319746086,12.578693761376972,Entire home/apt,1800,7,0,32,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Nrrebro,55.69654996074261,12.546575631818772,Entire home/apt,526,5,3,12,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Amager Vest,55.66609,12.59775,Entire home/apt,750,3,2,196,Rental unit in Copenhagen ·,,2.0,2.0,1.0
sterbro,55.7202213,12.5752961,Entire home/apt,1010,4,1,60,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Valby,55.64624120875694,12.502901982758877,Entire home/apt,893,3,3,71,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Amager st,55.664112439665566,12.623998894482469,Private room,340,7,4,194,Rental unit in Copenhagen · ★,5.0,1.0,1.0,
Vesterbro-Kongens Enghave,55.66998,12.54921,Entire home/apt,1207,2,8,145,Rental unit in Copenhagen · ★,4.88,1.0,1.0,1.0
Nrrebro,55.70248919058674,12.549448639390963,Entire home/apt,1160,2,2,337,Rental unit in Copenhagen ·,,1.0,1.0,1.0
sterbro,55.712526,12.5612031,Entire home/apt,641,1,23,301,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Indre By,55.68395,12.61455,Entire home/apt,1500,4,0,8,Rental unit in Copenhagen ·,,3.0,3.0,1.0
Valby,55.65946939752518,12.505617761875843,Entire home/apt,950,1,7,357,Rental unit in Copenhagen · ★,4.43,1.0,1.0,1.0
Amager st,55.66504,12.60557,Entire home/apt,1005,1,1,202,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Amager st,55.6612635,12.606715,Entire home/apt,857,3,5,33,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Amager Vest,55.66369798468498,12.589277722784429,Entire home/apt,462,1,6,237,Rental unit in Copenhagen · ★,4.0,1.0,1.0,1.0
Indre By,55.68562423491177,12.589325867593288,Entire home/apt,1000,2,1,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Amager st,55.6612635,12.606715,Entire home/apt,1105,1,1,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.64447389999999,12.548232,Private room,270,1,3,0,Rental unit in Copenhagen · ★,5.0,1.0,1.0,
Indre By,55.67598,12.59936,Private room,1000,1,0,179,Rental unit in Copenhagen ·,,1.0,1.0,
Frederiksberg,55.68546604480306,12.50449308892593,Private room,487,1,25,230,Condo in Frederiksberg · ★,4.92,1.0,1.0,
Indre By,55.67518,12.57467,Private room,1200,1,7,330,Rental unit in Copenhagen · ★,5.0,1.0,1.0,
Indre By,55.67366,12.58952,Entire home/apt,886,1,3,189,Rental unit in Copenhagen · ★,4.0,1.0,1.0,1.0
Amager Vest,55.64765169799148,12.610773241827422,Entire home/apt,1000,1,0,365,Condo in Copenhagen ·,,1.0,1.0,1.0
Valby,55.66658,12.51809,Entire home/apt,694,3,4,240,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Valby,55.667072,12.5192298,Entire home/apt,800,2,0,0,Condo in Copenhagen ·,,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.668613242351256,12.540036069999358,Entire home/apt,1600,2,0,87,Condo in Copenhagen ·,,2.0,2.0,1.0
Bispebjerg,55.707374103430105,12.537880865081794,Entire home/apt,625,4,1,193,Condo in Copenhagen ·,,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66878898709725,12.557793239775885,Entire home/apt,1100,1,3,83,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Nrrebro,55.6928420239998,12.54542400360741,Private room,945,1,1,356,Rental unit in Copenhagen ·,,1.0,1.0,
Nrrebro,55.70096780000001,12.5446007,Entire home/apt,1029,1,7,9,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Indre By,55.678211,12.570686,Entire home/apt,1231,2,16,290,Rental unit in Copenhagen · ★,4.13,2.0,2.0,1.0
Amager Vest,55.6356542,12.586012,Entire home/apt,987,2,0,35,Home in Copenhagen · ★New ·,,3.0,3.0,2.0
Vanlse,55.69514918213631,12.493752054870129,Entire home/apt,1799,2,4,77,Home in Copenhagen · ★,4.75,2.0,2.0,2.0
Vesterbro-Kongens Enghave,55.65380823139583,12.547116937039505,Entire home/apt,663,14,0,119,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Indre By,55.678211,12.570686,Entire home/apt,1294,2,14,266,Rental unit in Copenhagen · ★,4.5,2.0,2.0,1.0
Amager st,55.65854126662814,12.611462638623054,Private room,690,1,3,226,Home in Copenhagen · ★,5.0,1.0,1.0,
Indre By,55.678211,12.570686,Entire home/apt,1338,2,27,304,Rental unit in Copenhagen · ★,4.26,1.0,1.0,1.0
Frederiksberg,55.6797844,12.5479159,Entire home/apt,1200,3,6,12,Rental unit in Frederiksberg · ★,4.83,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66393,12.53989,Entire home/apt,978,2,1,27,Condo in Copenhagen ·,,1.0,1.0,1.0
Frederiksberg,55.6785136969971,12.498209550976751,Entire home/apt,1546,4,4,31,Rental unit in Frederiksberg · ★,5.0,3.0,3.0,1.0
Vesterbro-Kongens Enghave,55.668953009296494,12.545463876335472,Entire home/apt,1157,4,5,153,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
sterbro,55.700934709761626,12.581917941570284,Entire home/apt,883,7,1,220,Condo in Copenhagen ·,,2.0,2.0,1.0
Amager st,55.65513093480758,12.620359561804044,Private room,400,3,0,105,Rental unit in Copenhagen ·,,1.0,1.0,
sterbro,55.6984648,12.5797049,Entire home/apt,1299,1,9,357,Rental unit in Copenhagen · ★,4.56,1.0,1.0,1.0
Nrrebro,55.70061,12.5518,Entire home/apt,1000,2,6,0,Condo in Copenhagen · ★,4.83,2.0,2.0,1.0
Amager Vest,55.66401029999999,12.5806748,Entire home/apt,740,6,21,155,Rental unit in Copenhagen · ★,4.95,1.0,1.0,1.0
sterbro,55.70686543581264,12.595788935521778,Entire home/apt,1000,3,4,245,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
sterbro,55.70513679126715,12.59003934121638,Entire home/apt,700,7,4,14,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66832306517787,12.547405532733691,Entire home/apt,750,4,5,78,Rental unit in Copenhagen · ★,4.8,1.0,1.0,1.0
Frederiksberg,55.6785641,12.5233798,Entire home/apt,1711,4,16,13,Rental unit in Frederiksberg · ★,4.88,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.67032099999999,12.5463155,Entire home/apt,749,5,5,6,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
sterbro,55.702860409724096,12.584378342404682,Entire home/apt,2250,1,0,353,Rental unit in Copenhagen ·,,1.0,1.0,1.0
sterbro,55.71277,12.57315,Entire home/apt,900,7,2,133,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Amager Vest,55.648425241059,12.605219846032702,Entire home/apt,1350,2,0,198,Townhouse in Copenhagen ·,,3.0,3.0,2.0
Amager Vest,55.66655171071094,12.576323193669523,Entire home/apt,1076,2,2,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Amager Vest,55.66208095485119,12.596402876079082,Private room,487,1,0,360,Rental unit in Copenhagen ·,,2.0,2.0,
Frederiksberg,55.674796038737625,12.53533622941876,Entire home/apt,1102,3,0,214,Rental unit in Frederiksberg ·,,3.0,3.0,1.0
Frederiksberg,55.6942329,12.5332612,Entire home/apt,675,3,1,0,Condo in Frederiksberg ·,,1.0,1.0,1.0
Amager Vest,55.63174862969336,12.576414390274213,Private room,510,2,4,9,Rental unit in Copenhagen · ★,4.75,1.0,1.0,
sterbro,55.702109599260034,12.58784125542578,Entire home/apt,1199,2,7,0,Rental unit in Copenhagen · ★,4.86,2.0,2.0,1.0
Indre By,55.6865621,12.5880576,Entire home/apt,1500,4,1,6,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Brnshj-Husum,55.700224,12.4678117,Entire home/apt,990,1,32,81,Rental unit in Copenhagen · ★,4.63,2.0,2.0,1.0
Amager st,55.66590817587026,12.617503479123116,Entire home/apt,822,4,0,9,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Valby,55.66119021907368,12.523133746294327,Entire home/apt,1695,4,0,11,Home in Copenhagen ·,,3.0,3.0,2.0
Amager Vest,55.66560671894999,12.579041859124125,Entire home/apt,1099,7,11,58,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Vanlse,55.68445643734975,12.48639764736236,Entire home/apt,680,1,1,359,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Amager Vest,55.66683400364212,12.577247209846975,Entire home/apt,1150,1,2,179,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Valby,55.66807396416533,12.496166964072923,Entire home/apt,1109,5,1,26,Rental unit in Copenhagen ·,,4.0,4.0,2.0
Amager Vest,55.656287268758106,12.601381146888643,Entire home/apt,814,2,11,1,Rental unit in Copenhagen · ★,4.82,1.0,1.0,1.0
Amager Vest,55.6593412,12.6013548,Entire home/apt,1000,7,0,336,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Bispebjerg,55.7035006,12.5263766,Entire home/apt,704,3,4,0,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Bispebjerg,55.70072969582188,12.530842404184092,Entire home/apt,650,2,5,32,Rental unit in Copenhagen · ★,4.8,1.0,1.0,1.0
sterbro,55.7147343,12.575731,Entire home/apt,2002,7,0,15,Home in Copenhagen ·,,5.0,5.0,2.0
sterbro,55.69532744641029,12.573366277289518,Entire home/apt,1100,1,2,2,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Bispebjerg,55.70935233677245,12.5384137589037,Entire home/apt,898,5,0,14,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Nrrebro,55.69435760386245,12.549781449281296,Entire home/apt,978,6,2,28,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66571860343432,12.55394002963862,Entire home/apt,1850,1,0,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Amager st,55.66565780000001,12.6238932,Entire home/apt,1429,3,7,0,Rental unit in Copenhagen · ★,5.0,2.0,2.0,1.0
Indre By,55.69361199999999,12.577551,Entire home/apt,1200,3,1,11,Condo in Copenhagen ·,,2.0,2.0,1.0
Brnshj-Husum,55.70776704549032,12.50647310167551,Entire home/apt,1400,5,0,72,Home in Copenhagen ·,,4.0,4.0,2.0
Amager st,55.64634599471814,12.617996038893148,Private room,400,1,0,69,Rental unit in Copenhagen ·,,1.0,1.0,
sterbro,55.69963,12.58592,Private room,1271,1,5,352,Rental unit in Copenhagen · ★,4.4,1.0,1.0,
Amager Vest,55.6440399012311,12.5894733233774,Entire home/apt,1001,3,2,42,Home in Copenhagen ·,,3.0,3.0,2.0
Nrrebro,55.6981315,12.5554635,Entire home/apt,600,1,2,24,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Amager Vest,55.65438061527412,12.591572461041096,Entire home/apt,3500,14,0,0,Home in Copenhagen ·,,3.0,3.0,2.0
Frederiksberg,55.6832751,12.5251547,Entire home/apt,1200,1,2,58,Rental unit in Frederiksberg ·,,3.0,3.0,1.0
Frederiksberg,55.67853891376738,12.553915808947549,Entire home/apt,1050,5,4,2,Rental unit in Frederiksberg · ★,5.0,1.0,1.0,1.0
Valby,55.67150181894742,12.48843310770209,Private room,304,3,3,187,Rental unit in Copenhagen · ★,5.0,1.0,1.0,
Nrrebro,55.68824951006521,12.542417316453916,Entire home/apt,1014,3,5,45,Rental unit in Frederiksberg · ★,5.0,1.0,1.0,1.0
Nrrebro,55.689950589416576,12.56496587619628,Entire home/apt,1194,1,1,75,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Amager Vest,55.6644085,12.5819467,Entire home/apt,836,1,4,0,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.64569341801001,12.523611952948771,Private room,350,2,3,0,Rental unit in Copenhagen · ★,4.0,1.0,1.0,
